article_title	PMID	sentence	short_form	long_form
Surgical intervention for mechanical large bowel obstruction at a tertiary hospital: Which patients receive a stoma and how often are they reversed?	33288223	The surgical management of large bowel obstruction (LBO) is heterogeneous and influenced by multiple variables.	LBO	large bowel obstruction
Disparate opinions on the value of Vice Chairs of education in Departments of Surgery: A national survey of Department Chairs and other surgical education stakeholders.	33288225	The position of Vice Chair of Education (VCE) is increasingly common in Surgery Departments.	VCE	Vice Chair of Education
Disparate opinions on the value of Vice Chairs of education in Departments of Surgery: A national survey of Department Chairs and other surgical education stakeholders.	33288225	The purpose of this study was to explore perceptions of Department Chairs (DCs) and Other Education Stakeholders (OESs) regarding the VCE role.	DCs	Department Chairs
Disparate opinions on the value of Vice Chairs of education in Departments of Surgery: A national survey of Department Chairs and other surgical education stakeholders.	33288225	The purpose of this study was to explore perceptions of Department Chairs (DCs) and Other Education Stakeholders (OESs) regarding the VCE role.	OESs	Other Education Stakeholders
The association of γδ-T cells with bronchopulmonary dysplasia in premature infants.	33288226	As the survival rate of premature infants increases, the incidence of bronchopulmonary dysplasia (BPD), a chronic complication of premature infants, is also higher than before.	BPD	bronchopulmonary dysplasia
Improvements in the predictive accuracy of the hydrophobic subtraction model of reversed-phase selectivity.	33288228	The hydrophobic subtraction model (HSM) for characterizing the selectivity of reversed-phase liquid chromatography (LC) columns has been used extensively by the LC community since it was first developed in 2002.	HSM	hydrophobic subtraction model
Improvements in the predictive accuracy of the hydrophobic subtraction model of reversed-phase selectivity.	33288228	The hydrophobic subtraction model (HSM) for characterizing the selectivity of reversed-phase liquid chromatography (LC) columns has been used extensively by the LC community since it was first developed in 2002.	LC	liquid chromatography
Improvements in the predictive accuracy of the hydrophobic subtraction model of reversed-phase selectivity.	33288228	Principal components analysis (PCA) was used as a guide for the development of a refined version of the HSM.	PCA	Principal components analysis
Nuclear receptors: Key regulators of somatic cell functions in the ovulatory process.	33288229	The final stages of ovarian follicular growth are characterized by granulosa cell proliferation and differentiation, and steroid synthesis under the influence of follicle-stimulating hormone (FSH).	FSH	follicle-stimulating hormone
Nuclear receptors: Key regulators of somatic cell functions in the ovulatory process.	33288229	The result is a population of granulosa cells poised to respond to the ovulatory surge of luteinizing hormone (LH).	LH	luteinizing hormone
Nuclear receptors: Key regulators of somatic cell functions in the ovulatory process.	33288229	The key regulators of the final stages of follicular growth that precede ovulation from this family include the estrogen receptor beta (ESR2) and the androgen receptor (AR), with additional roles for others, including steroidogenic factor-1 (SF-1) and liver receptor homolog-1 (LRH-1).	AR	androgen receptor
Nuclear receptors: Key regulators of somatic cell functions in the ovulatory process.	33288229	The key regulators of the final stages of follicular growth that precede ovulation from this family include the estrogen receptor beta (ESR2) and the androgen receptor (AR), with additional roles for others, including steroidogenic factor-1 (SF-1) and liver receptor homolog-1 (LRH-1).	SF-1	steroidogenic factor-1
Nuclear receptors: Key regulators of somatic cell functions in the ovulatory process.	33288229	The key regulators of the final stages of follicular growth that precede ovulation from this family include the estrogen receptor beta (ESR2) and the androgen receptor (AR), with additional roles for others, including steroidogenic factor-1 (SF-1) and liver receptor homolog-1 (LRH-1).	LRH-1	liver receptor homolog-1
Nuclear receptors: Key regulators of somatic cell functions in the ovulatory process.	33288229	Inadequate cumulus expansion is also observed in the absence of AR and ESR2, but not the progesterone receptor (PGR).	PGR	progesterone receptor
Are script concordance tests suitable for the assessment of undergraduate students? A multicenter comparative study.	33288231	Script concordance tests (SCTs) have been developed to assess clinical reasoning in uncertain situations.	SCTs	Script concordance tests
Undersizing mitral annuloplasty alters left ventricular mechanics in a swine model of ischemic mitral regurgitation.	33288234	Undersizing mitral annuloplasty (UMA) is a frequently used surgical repair technique to correct ischemic mitral regurgitation in patients with heart failure.	UMA	Undersizing mitral annuloplasty
Estimation of radiative forcing and heating rate based on vertical observation of black carbon in Nanjing, China.	33288247	Owing to a lack of vertical observations, the impacts of black carbon (BC) on radiative forcing (RF) have typically been analyzed using ground observations and assumed profiles.	BC	black carbon
Estimation of radiative forcing and heating rate based on vertical observation of black carbon in Nanjing, China.	33288247	Owing to a lack of vertical observations, the impacts of black carbon (BC) on radiative forcing (RF) have typically been analyzed using ground observations and assumed profiles.	RF	radiative forcing
Estimation of radiative forcing and heating rate based on vertical observation of black carbon in Nanjing, China.	33288247	In this study, a UAV platform was used to measure high-resolution in-situ vertical profiles of BC, fine particles (PM2.5), and relevant meteorological parameters in the boundary layer (BL).	BL	boundary layer
Estimation of radiative forcing and heating rate based on vertical observation of black carbon in Nanjing, China.	33288247	Further, a series of calculations using actual vertical profiles of BC were conducted to determine its impact on RF and heating rate (HR).	HR	heating rate
Estimation of radiative forcing and heating rate based on vertical observation of black carbon in Nanjing, China.	33288247	Three main types of profiles were revealed: Type I, Type II, Type III, which correspond to homogenous profiles (HO), negative gradient profiles (NG), and positive gradient profiles (PG), respectively.	HO	homogenous profiles
Estimation of radiative forcing and heating rate based on vertical observation of black carbon in Nanjing, China.	33288247	Three main types of profiles were revealed: Type I, Type II, Type III, which correspond to homogenous profiles (HO), negative gradient profiles (NG), and positive gradient profiles (PG), respectively.	NG	negative gradient profiles
Estimation of radiative forcing and heating rate based on vertical observation of black carbon in Nanjing, China.	33288247	Three main types of profiles were revealed: Type I, Type II, Type III, which correspond to homogenous profiles (HO), negative gradient profiles (NG), and positive gradient profiles (PG), respectively.	PG	positive gradient profiles
Sludge yield and degradation of suspended solids by a large pilot-scale anaerobic membrane bioreactor for the treatment of real municipal wastewater at 25 °C.	33288248	In this study, a large pilot-scale anaerobic membrane bioreactor (AnMBR) was constructed for effectively treating real municipal wastewater at an ambient temperature of 25 °C.	AnMBR	anaerobic membrane bioreactor
Sludge yield and degradation of suspended solids by a large pilot-scale anaerobic membrane bioreactor for the treatment of real municipal wastewater at 25 °C.	33288248	While the influent suspended solid (SS) contained in the municipal wastewater was completely removed by the AnMBR, only 57%-66% of the influent SS was degraded.	SS	suspended solid
Sludge yield and degradation of suspended solids by a large pilot-scale anaerobic membrane bioreactor for the treatment of real municipal wastewater at 25 °C.	33288248	The AnMBR maintained a stable membrane filtration using a hollow-fiber membrane with a total area of 72 m2, realizing a flux of 2.75-17.83 LMH, and the mean transmembrane pressure (TMP) was 0.9-23.5 kPa.	TMP	transmembrane pressure
Aryl hydrocarbon receptor mediates benzo[a]pyrene-induced metabolic reprogramming in human lung epithelial BEAS-2B cells.	33288249	Polycyclic aromatic hydrocarbon exposure accelerates the initiation and progression of lung cancer through aryl hydrocarbon receptor (AHR) signaling.	AHR	aryl hydrocarbon receptor
Aryl hydrocarbon receptor mediates benzo[a]pyrene-induced metabolic reprogramming in human lung epithelial BEAS-2B cells.	33288249	We found that 52 metabolites were significantly altered in BaP-exposed BEAS-2B cells and responsive to resveratrol (RSV) intervention.	RSV	resveratrol
Aryl hydrocarbon receptor mediates benzo[a]pyrene-induced metabolic reprogramming in human lung epithelial BEAS-2B cells.	33288249	We further discovered a decrease in peroxisome proliferator-activated receptor (PPAR) A/G signaling and an increase in fatty acid import by the transporter FATP1 in BaP-exposed BEAS-2B	PPAR	peroxisome proliferator-activated receptor
Understanding the occurrence and distribution of emerging pollutants and endocrine disruptors in sensitive coastal South Florida Ecosystems.	33288250	Steroid hormones, pharmaceuticals and personal care products (PPCPs) have been identified as important aquatic contaminants due to their widespread occurrence in surface waters and their endocrine disrupting properties.	PPCPs	pharmaceuticals and personal care products
A meta-analysis of heavy metal bioavailability response to biochar aging: Importance of soil and biochar properties.	33288251	Afterwards, the bioavailability of heavy metals (BHM) will vary in soils which likely increase the unstable fractions of heavy metals and the following environmental risks.	BHM	bioavailability of heavy metals
Microcystin-leucine arginine exposure contributes to apoptosis and follicular atresia in mice ovaries by endoplasmic reticulum stress-upregulated Ddit3.	33288253	Microcystin-leucine arginine (MC-LR), an intracellular toxin to cause reproduction toxicity, is produced by blooming cyanobacteria and widely distributed in eutrophic waters.	MC-LR	Microcystin-leucine arginine
Microcystin-leucine arginine exposure contributes to apoptosis and follicular atresia in mice ovaries by endoplasmic reticulum stress-upregulated Ddit3.	33288253	RNA-Seq data showed that the up-regulation of DNA-damage inducible transcript 3 (Ddit3) under endoplasmic reticulum (ER) stress had predominantly regulatory role in MC-LR-induced apoptotic pathway.	Ddit3	damage inducible transcript 3
Microcystin-leucine arginine exposure contributes to apoptosis and follicular atresia in mice ovaries by endoplasmic reticulum stress-upregulated Ddit3.	33288253	RNA-Seq data showed that the up-regulation of DNA-damage inducible transcript 3 (Ddit3) under endoplasmic reticulum (ER) stress had predominantly regulatory role in MC-LR-induced apoptotic pathway.	ER	endoplasmic reticulum
Microcystin-leucine arginine exposure contributes to apoptosis and follicular atresia in mice ovaries by endoplasmic reticulum stress-upregulated Ddit3.	33288253	Furthermore, MC-LR exposure promoted cleavage of activating transcription factor 6 (ATF6, 50kd), inositol-requiring enzyme 1 (Ire1) expression, phosphorylation of IRE1, mitogen-activated protein kinase 5 (Map3k5) and Ddit3 expression, which was accompanied by the upregulation of death receptor 5 (Dr5) and active-caspase-3, and a decrease in Bcl-2 expression.	Ire1	inositol-requiring enzyme 1
Microcystin-leucine arginine exposure contributes to apoptosis and follicular atresia in mice ovaries by endoplasmic reticulum stress-upregulated Ddit3.	33288253	Furthermore, MC-LR exposure promoted cleavage of activating transcription factor 6 (ATF6, 50kd), inositol-requiring enzyme 1 (Ire1) expression, phosphorylation of IRE1, mitogen-activated protein kinase 5 (Map3k5) and Ddit3 expression, which was accompanied by the upregulation of death receptor 5 (Dr5) and active-caspase-3, and a decrease in Bcl-2 expression.	Dr5	death receptor 5
Microcystin-leucine arginine exposure contributes to apoptosis and follicular atresia in mice ovaries by endoplasmic reticulum stress-upregulated Ddit3.	33288253	ER stress inhibitor 4-Phenyl butyric acid (4-PBA) ameliorated these MC-LR-induced changes in protein or mRNA level.	4-PBA	4-Phenyl butyric acid
Microcystin-leucine arginine exposure contributes to apoptosis and follicular atresia in mice ovaries by endoplasmic reticulum stress-upregulated Ddit3.	33288253	Additionally, it was also found that MC-LR increased Map3k5 phosphorylation by inhibiting protein phosphatase 2A (PP2A) activity, and then promoted Ddit3 expression.	PP2A	phosphatase 2A
Application of low dosage of copper oxide and zinc oxide nanoparticles boosts bacterial and fungal communities in soil.	33288254	With the expanding nanotechnology, nanoparticles (NPs) embedded products are used in the agricultural sector to improve soil fertility.	NPs	nanoparticles
Nitrogen removal and microbial community diversity in single-chamber electroactive biofilm reactors with different ratios of the cathode surface area to reactor volume.	33288255	Our recent study reported the successful removal of nitrogen in single-chamber electroactive biofilm reactors (EBRs) under aeration-free conditions.	EBRs	electroactive biofilm reactors
Nitrogen removal and microbial community diversity in single-chamber electroactive biofilm reactors with different ratios of the cathode surface area to reactor volume.	33288255	If so, the effect of the penetrated oxygen would vary according to the ratio of the air-cathode surface area to the reactor volume (AV ratio) and the hydraulic retention time (HRT).	HRT	hydraulic retention time
Nitrogen removal and microbial community diversity in single-chamber electroactive biofilm reactors with different ratios of the cathode surface area to reactor volume.	33288255	In this study, single-chamber EBRs with three different AV ratios: 125 m2/m3 (EBR-125), 250 m2/m3 (EBR-250), and 500 m2/m3 (EBR-500) were evaluated for the removal of nitrogen under different HRTs of 0.5-6 h.	EBR-125	EBRs with three different AV ratios: 125 m2/m3
Nitrogen removal and microbial community diversity in single-chamber electroactive biofilm reactors with different ratios of the cathode surface area to reactor volume.	33288255	In this study, single-chamber EBRs with three different AV ratios: 125 m2/m3 (EBR-125), 250 m2/m3 (EBR-250), and 500 m2/m3 (EBR-500) were evaluated for the removal of nitrogen under different HRTs of 0.5-6 h.	EBR-250	EBR-125), 250 m2/m3
Nitrogen removal and microbial community diversity in single-chamber electroactive biofilm reactors with different ratios of the cathode surface area to reactor volume.	33288255	In this study, single-chamber EBRs with three different AV ratios: 125 m2/m3 (EBR-125), 250 m2/m3 (EBR-250), and 500 m2/m3 (EBR-500) were evaluated for the removal of nitrogen under different HRTs of 0.5-6 h.	EBR-500	EBR-250), and 500 m2/m3
Nitrogen removal and microbial community diversity in single-chamber electroactive biofilm reactors with different ratios of the cathode surface area to reactor volume.	33288255	The total nitrogen (TN) removal efficiency of EBR-125 and EBR-250 decreased as the HRT decreased, while that of EBR-500 increased.	TN	total nitrogen
Policy-driven changes in the health risk of PM2.5 and O3 exposure in China during 2013-2018.	33288256	The health impact function (HIF) is applied to evaluate the health burden attributable to long- and short-term PM2.5 and O3 exposure.	HIF	health impact function
Heat stress impairs oocyte maturation through ceramide-mediated apoptosis in pigs.	33288257	Heat stress (HS) is an emerging issue that greatly impairs the reproductive performance of animals and humans.	HS	Heat stress
Heat stress impairs oocyte maturation through ceramide-mediated apoptosis in pigs.	33288257	HS is known to induce ceramide generation, which causes reactive oxygen species (ROS) production and mitochondrial dysfunction, thereby inducing apoptosis.	ROS	reactive oxygen species
Heat stress impairs oocyte maturation through ceramide-mediated apoptosis in pigs.	33288257	Therefore, we investigated whether inhibition of ceramide generation ameliorates HS-induced apoptosis in porcine cumulus-oocyte complexes (COCs) using specific inhibitors of the de novo (fumonisin B1, FB1) and hydrolytic pathways (desipramine, Des) of ceramide formation.	COCs	cumulus-oocyte complexes
Heat stress impairs oocyte maturation through ceramide-mediated apoptosis in pigs.	33288257	We investigated the effects of FB1 and Des supplementation under HS conditions (41.5 °C for 44 h) on in vitro maturation (IVM) of porcine COCs.	IVM	in vitro maturation
Heat stress impairs oocyte maturation through ceramide-mediated apoptosis in pigs.	33288257	After parthenogenetic activation (PA), HS significantly reduced the rates of cleavage and blastocyst formation with a lower total cell number and a higher percentage of apoptosis in blastocysts.	PA	parthenogenetic activation
Assessing the potential of waste activated sludge and food waste co-fermentation for carboxylic acids production.	33288258	This study investigated waste activated sludge (WAS) and food waste (FW) co-fermentation in batch assays to produce carboxylic acids.	WAS	waste activated sludge
Assessing the potential of waste activated sludge and food waste co-fermentation for carboxylic acids production.	33288258	This study investigated waste activated sludge (WAS) and food waste (FW) co-fermentation in batch assays to produce carboxylic acids.	FW	food waste
Summertime atmospheric dicarboxylic acids and related SOA in the background region of Yangtze River Delta, China: Implications for heterogeneous reaction of oxalic acid with sea salts.	33288259	The diacid chemistry of summertime PM2.5 and the size-segregated aerosols (9-stages) in Chongming Island, a coastal site in the Yangtze River Delta (YRD), China, were investigated.	YRD	Yangtze River Delta
Summertime atmospheric dicarboxylic acids and related SOA in the background region of Yangtze River Delta, China: Implications for heterogeneous reaction of oxalic acid with sea salts.	33288259	Our results showed that oxalic acid (C2) was the dominant dicarboxylic acid, followed by succinic acid (C4), malonic acid (C3), adipic acid (C6) and phthalic acid (Ph).	Ph	phthalic acid
Stable isotope signatures reveal the significant contributions of microphytobenthos and saltmarsh-driven nutrition in the intertidal benthic food webs.	33288261	The stable carbon and nitrogen isotope ratio values were analyzed for the sixteen species of macrobenthos and their potential food sources such as microphytobenthos (MPB) and various organic matters.	MPB	microphytobenthos
Integrative investigation of dust emissions by dust storms and dust devils in North Africa.	33288262	Based on the analysis of dust storms simulated with the numerical Weather Research and Forecast (WRF) model, satellite aerosol index (AI), and the dust data observed at 300 meteorological stations over 20 years, the spatio-temporal distribution characteristics of dust storm, dust devil and AI are compared and analyzed.	WRF	Weather Research and Forecast
Integrative investigation of dust emissions by dust storms and dust devils in North Africa.	33288262	Based on the analysis of dust storms simulated with the numerical Weather Research and Forecast (WRF) model, satellite aerosol index (AI), and the dust data observed at 300 meteorological stations over 20 years, the spatio-temporal distribution characteristics of dust storm, dust devil and AI are compared and analyzed.	AI	aerosol index
Environmental-friendly coal gangue-biochar composites reclaiming phosphate from water as a slow-release fertilizer.	33288263	The application of the phosphorus-laden (P-laden) composite as slow-release fertilizer was evaluated by a germination test.	P-laden	phosphorus-laden
Environmental-friendly coal gangue-biochar composites reclaiming phosphate from water as a slow-release fertilizer.	33288263	The results showed that the maximum phosphate adsorption capacity of coal gangue modified oilseed rape straw biochar prepared at 700 °C (CG-OR700) was 7.9 mg/g at pH 4.0, which is 4.6 times that of pristine biochar.	CG-OR700	coal gangue modified oilseed rape straw biochar prepared at 700 °C
Recovery from air pollution and subsequent acidification masks the effects of climate change on a freshwater macroinvertebrate community.	33288265	We focus on the Bavarian Forest National Park, a Long-Term Ecological Research (LTER) site in Germany, where the major stressors are climate warming, air pollution (i.e. acidification) and bark beetle infestations.	LTER	Long-Term Ecological Research
Complex causes of landslides after ice sheet retreat: Post-LGM mass movements in the Northern Patagonian Icefield region.	33288266	Here, we present a landslide inventory for large deglaciated area (~100,000 km2) situated within the Last Glacial Maximum (LGM) limits of the Northern Patagonian Icefield (NPI).	LGM	Last Glacial Maximum
Complex causes of landslides after ice sheet retreat: Post-LGM mass movements in the Northern Patagonian Icefield region.	33288266	Here, we present a landslide inventory for large deglaciated area (~100,000 km2) situated within the Last Glacial Maximum (LGM) limits of the Northern Patagonian Icefield (NPI).	NPI	Northern Patagonian Icefield
Complex causes of landslides after ice sheet retreat: Post-LGM mass movements in the Northern Patagonian Icefield region.	33288266	Using satellite images and the TanDEM-X digital elevation model, we mapped a total of 15,543 landslides, among which 1006 are deep-seated landslides (DSLs) with area ≥0.01 km2.	DSLs	deep-seated landslides
Complex causes of landslides after ice sheet retreat: Post-LGM mass movements in the Northern Patagonian Icefield region.	33288266	We conclude that 1) geological conditions control the distribution of DSLs and their types in the NPI region; 2) paraglacial effects play secondary (although locally important) roles in the origin of DSLs; 3) local clusters of large DSLs originate due to specifics of the post-LGM landscape evolution, involving drawdowns of glacial lakes and incision of rivers into the unconsolidated deposits; and 4) increased abundance of landslides above the recently shrinking margin of the NPI results from the repeated Holocene fluctuations of glacier snouts around the Little Ice Age (LIA) glacier limits and the spatial coincidence of glacial debuttressing effects with the presence of active faults.	LIA	Little Ice Age
Mussels get higher: A study on the occurrence of cocaine and benzoylecgonine in seawater, sediment and mussels from a subtropical ecosystem (Santos Bay, Brazil).	33288268	Data on the occurrence of cocaine (COC) and benzoylecgonine (BE) in marine environmental compartments are still limited, with few studies reporting superficial water contamination, mainly in tropical zones.	COC	cocaine
Mussels get higher: A study on the occurrence of cocaine and benzoylecgonine in seawater, sediment and mussels from a subtropical ecosystem (Santos Bay, Brazil).	33288268	Data on the occurrence of cocaine (COC) and benzoylecgonine (BE) in marine environmental compartments are still limited, with few studies reporting superficial water contamination, mainly in tropical zones.	BE	benzoylecgonine
Mussels get higher: A study on the occurrence of cocaine and benzoylecgonine in seawater, sediment and mussels from a subtropical ecosystem (Santos Bay, Brazil).	33288268	The aim of this study was to evaluate the occurrence of COC and BE in seawater, sediment and mussels from a subtropical coastal zone (Santos Bay, São Paulo, Brazil), as well as to determine a field measured Bioaccumulation Factor (BAF).	BAF	Bioaccumulation Factor
Coordinated effects of air pollution control devices on PAH emissions in coal-fired power plants and industrial boilers.	33288269	Coal-fired power plants are important sources of polycyclic aromatic hydrocarbon (PAH) emissions in the world.	PAH	polycyclic aromatic hydrocarbon
Coordinated effects of air pollution control devices on PAH emissions in coal-fired power plants and industrial boilers.	33288269	The effects of various air pollution control devices (APCDs) on PAH emissions were investigated by analyzing samples from inlets and outlets of APCDs in six coal-fired power plants (A-F) and two coal-fired industrial boilers (G and H).	APCDs	air pollution control devices
Coordinated effects of air pollution control devices on PAH emissions in coal-fired power plants and industrial boilers.	33288269	The effects of various air pollution control devices (APCDs) on PAH emissions were investigated by analyzing samples from inlets and outlets of APCDs in six coal-fired power plants (A-F) and two coal-fired industrial boilers (G and H).	A-F	APCDs in six coal-fired power plants
Coordinated effects of air pollution control devices on PAH emissions in coal-fired power plants and industrial boilers.	33288269	The APCDs were electrostatic precipitators (ESPs), wet flue gas desulfurization systems (WFGDs), and wet ESPs (WESPs).	ESPs	electrostatic precipitators
Coordinated effects of air pollution control devices on PAH emissions in coal-fired power plants and industrial boilers.	33288269	The APCDs were electrostatic precipitators (ESPs), wet flue gas desulfurization systems (WFGDs), and wet ESPs (WESPs).	WFGDs	wet flue gas desulfurization systems
Coordinated effects of air pollution control devices on PAH emissions in coal-fired power plants and industrial boilers.	33288269	The APCDs were electrostatic precipitators (ESPs), wet flue gas desulfurization systems (WFGDs), and wet ESPs (WESPs).	WESPs	wet ESPs
Coordinated effects of air pollution control devices on PAH emissions in coal-fired power plants and industrial boilers.	33288269	Plants D-F, equipped with low-low-temperature ESPs (LLT-ESPs) and WESPs discharged the lowest PAHs.	LLT-ESPs	low-low-temperature ESPs
Using a multi-disciplinary approach to characterize groundwater systems in arid and semi-arid environments: The case of Biskra and Batna regions (NE Algeria).	33288271	All data were processed in a geographic information system (GIS) environment.	GIS	geographic information system
Adaptation of an Academic Inpatient Consultation-Liaison Psychiatry Service During the SARS-CoV-2 Pandemic: Effects on Clinical Practice and Trainee Supervision.	33288272	The SARS-CoV-2 pandemic has led to drastic changes in how psychiatric consultation-liaison (C-L) services conduct business and required rapid transition to telepsychiatry.	C-L	consultation-liaison
Similar toxicity mechanisms between graphene oxide and oxidized multi-walled carbon nanotubes in Microcystis aeruginosa.	33288276	In photosynthetic microorganisms, the toxicity of carbon nanomaterials (CNMs) is typically characterized by a decrease in growth, viability, photosynthesis, as well as the induction of oxidative stress.	CNMs	carbon nanomaterials
Similar toxicity mechanisms between graphene oxide and oxidized multi-walled carbon nanotubes in Microcystis aeruginosa.	33288276	However, it is currently unclear how the shape of the carbon structure in CNMs, such as in the 1-dimensional carbon nanotubes (CNTs) compared to the two-dimensional graphene oxide (GO), affects the way they interact with cells.	CNTs	carbon nanotubes
Similar toxicity mechanisms between graphene oxide and oxidized multi-walled carbon nanotubes in Microcystis aeruginosa.	33288276	However, it is currently unclear how the shape of the carbon structure in CNMs, such as in the 1-dimensional carbon nanotubes (CNTs) compared to the two-dimensional graphene oxide (GO), affects the way they interact with cells.	GO	graphene oxide
Similar toxicity mechanisms between graphene oxide and oxidized multi-walled carbon nanotubes in Microcystis aeruginosa.	33288276	Using change in Chlorophyll a concentrations, the effective concentrations inducing 50% inhibition (EC50) at 96 h are found to be 11.1 μg/mL and 7.38 μg/mL for GO and CNTs, respectively.	EC50	effective concentrations inducing 50% inhibition
Transformation of bromophenols by aqueous chlorination and exploration of main reaction mechanisms.	33288278	Bromophenols (BPs) are ubiquitous phenolic contaminants and typical halogenated disinfection byproducts (DBPs) that are commonly detected in aquatic environments.	BPs	Bromophenols
Transformation of bromophenols by aqueous chlorination and exploration of main reaction mechanisms.	33288278	Bromophenols (BPs) are ubiquitous phenolic contaminants and typical halogenated disinfection byproducts (DBPs) that are commonly detected in aquatic environments.	DBPs	disinfection byproducts
Transformation of bromophenols by aqueous chlorination and exploration of main reaction mechanisms.	33288278	The transformation of 2,4-dibromophenol (2,4-DBP) during chlorination process was fully explored in this research.	2,4-DBP	2,4-dibromophenol
Transformation of bromophenols by aqueous chlorination and exploration of main reaction mechanisms.	33288278	Density functional theory (DFT) based calculations revealed that HOCl is the dominant active oxidizing species for elimination of 2,4-DBP and coupling reaction occurs more easily at para and ortho position of hydroxyl group in the phenolic moiety.	DFT	Density functional theory
The occurrence of bisphenol compounds in animal feed plastic packaging and migration into feed.	33288279	Animal-derived food plays an important role in human exposure to bisphenol compounds (BPs), potentially as a result of the presence of BPs in animal feed.	BPs	bisphenol compounds
The occurrence of bisphenol compounds in animal feed plastic packaging and migration into feed.	33288279	Thirteen BPs were monitored in 30 used animal feed plastic packaging samples previously employed for different animal feedstuffs and made of polypropylene (PP) or polyethylene (PE).	PP	polypropylene
The occurrence of bisphenol compounds in animal feed plastic packaging and migration into feed.	33288279	Thirteen BPs were monitored in 30 used animal feed plastic packaging samples previously employed for different animal feedstuffs and made of polypropylene (PP) or polyethylene (PE).	PE	polyethylene
The occurrence of bisphenol compounds in animal feed plastic packaging and migration into feed.	33288279	Bisphenol A (BPA) was the predominant analogue with a wide range of concentrations in both the PP- and PE-based packaging.	BPA	Bisphenol A
Hexabromocyclododecane alters malachite green and lead(II) adsorption behaviors onto polystyrene microplastics: Interaction mechanism and competitive effect.	33288280	The role of microplastics (MPs) as a carrier of pollutants in water environment is an emerging issue; however, information regarding the underlying mechanisms for malachite green (MG) and Pb(II) adsorption onto hexabromocyclododecane (HBCD)-polystyrene (PS) composites MPs (HBCD-PS MPs) is still lacking.	MPs	microplastics
Hexabromocyclododecane alters malachite green and lead(II) adsorption behaviors onto polystyrene microplastics: Interaction mechanism and competitive effect.	33288280	The role of microplastics (MPs) as a carrier of pollutants in water environment is an emerging issue; however, information regarding the underlying mechanisms for malachite green (MG) and Pb(II) adsorption onto hexabromocyclododecane (HBCD)-polystyrene (PS) composites MPs (HBCD-PS MPs) is still lacking.	MG	malachite green
Hexabromocyclododecane alters malachite green and lead(II) adsorption behaviors onto polystyrene microplastics: Interaction mechanism and competitive effect.	33288280	The role of microplastics (MPs) as a carrier of pollutants in water environment is an emerging issue; however, information regarding the underlying mechanisms for malachite green (MG) and Pb(II) adsorption onto hexabromocyclododecane (HBCD)-polystyrene (PS) composites MPs (HBCD-PS MPs) is still lacking.	PS	polystyrene
Selective beta-cell toxicity of 2,3,7,8-tetrachlorodibenzo-p-dioxin on isolated pancreatic islets.	33288281	In this research we explored the effects of 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD) exposure on isolated pancreatic islets.	TCDD	tetrachlorodibenzo-p-dioxin
Selective beta-cell toxicity of 2,3,7,8-tetrachlorodibenzo-p-dioxin on isolated pancreatic islets.	33288281	After 1, 6 and 24 h exposure of isolated islets to different concentrations (1-50 nM) of TCDD we assayed: i) cell survival; ii) ultrastructure; iii) glucose-stimulated insulin secretion (GSIS); iv) expression of selected genes.	GSIS	glucose-stimulated insulin secretion
Microbial influenced corrosion of processing industry by re-circulating waste water and its control measures - A review.	33288282	In this review article, illustrating the impact and fundamental stuff of microbially influenced corrosion (MIC) along with mechanism, maintenance of materials, human life, wellbeing and inhibitors for cooling towers.	MIC	microbially influenced corrosion
Microbial influenced corrosion of processing industry by re-circulating waste water and its control measures - A review.	33288282	MIC occurs through the aggregation of microbes which can be secreting the extra polymeric substances (EPS) that oxidation of the metal surface.	EPS	extra polymeric substances
Graphene oxide nanoparticles and hematite colloids behave oppositely in their co-transport in saturated porous media.	33288283	Since iron oxide minerals are ubiquitous in natural environments, the release of graphene oxide (GO) into environmental ecosystems can potentially interact with iron oxide particles and thus alter their surface properties, resulting in the change of their transport behaviors in subsurface systems.	GO	graphene oxide
Acute neurotoxicity evaluation of two anticholinesterasic insecticides, independently and in mixtures, and a neonicotinoid on a freshwater gastropod.	33288284	First, we evaluated behavioural neurotoxicity and cholinesterase (ChE), carboxylesterase (CE), and glutathione S-transferase (GST) activities in acute (48h) single-chemical exposures to increasing concentrations of carbaryl (0.5-500 μg L-1), chlorpyrifos (10-7500 μg L-1), and acetamiprid (1-10000 μg L-1).	ChE	cholinesterase
Acute neurotoxicity evaluation of two anticholinesterasic insecticides, independently and in mixtures, and a neonicotinoid on a freshwater gastropod.	33288284	First, we evaluated behavioural neurotoxicity and cholinesterase (ChE), carboxylesterase (CE), and glutathione S-transferase (GST) activities in acute (48h) single-chemical exposures to increasing concentrations of carbaryl (0.5-500 μg L-1), chlorpyrifos (10-7500 μg L-1), and acetamiprid (1-10000 μg L-1).	CE	carboxylesterase
Acute neurotoxicity evaluation of two anticholinesterasic insecticides, independently and in mixtures, and a neonicotinoid on a freshwater gastropod.	33288284	First, we evaluated behavioural neurotoxicity and cholinesterase (ChE), carboxylesterase (CE), and glutathione S-transferase (GST) activities in acute (48h) single-chemical exposures to increasing concentrations of carbaryl (0.5-500 μg L-1), chlorpyrifos (10-7500 μg L-1), and acetamiprid (1-10000 μg L-1).	GST	glutathione S-transferase
